Company Common Name,Instrument,Issuer Ticker
Corporacion Actinver SAB de CV,ACTINVRB.MX,ACTIN
Flameret Inc,FLRE.PK,
Six Flags Entertainment Corp (Delaware) (Pre-Merger),SIX.N^G24,FUNSI
XcelMobility Inc,XCLL.PK,
Tudor Gold Corp,TUD.V,
Roadrunner Transportation Systems Inc,RRTS.PK,RRTS
PhenixFIN Corp,PFX.OQ,PFX
ECA Marcellus Trust I,ECTM.PK,
RealPage Inc,RP.OQ^D21,RP
CorMedix Inc,CRMD.OQ,CRMD
CoreSite Realty Corp,COR.N^L21,AMTCRT
RealD Inc,RLD.N^C16,RHOMBR
TMS International Corp,TMS.N^J13,CRASNT
Electromed Inc,ELMD.A,
Sphere 3D Corp,ANY.OQ,ANY
Cooper-Standard Holdings Inc,CPS.N,CPSXX
Amyris Inc,AMRSQ.PK^E24,AMYRI
Falco Resources Ltd,FPC.V,FPC
Ply Gem Holdings Inc,PGEM.N^D18,CAMREY
Empresa de Generacion Electrica del Sur Sociedad Anonima,EGESUBC1.LM,
Horizon Technology Finance Corp,HRZN.OQ,HRZN
Nortek Inc,NTK.O^I16,MRONK
S&W Seed Co,SANW.PK,SANW
BlackRock Taxable Municipal Bond Trust,BBN.N,
QEP Resources Inc,QEP.N^C21,FANGQE
Black Swan Graphene Inc,SWAN.V,
Gbt Technologies Inc,GTCH.PK,
General Motors Co,GM.N,GM
Inphi Corp,IPHI.OQ^D21,MRVLH
XWELL Inc,XWEL.OQ,
KEYW Holding Corp,KEYW.OQ^F19,JECXH
Standard AVB Financial Corp,STND.OQ^F21,DMUTLS
Vishay Precision Group Inc,VPG.N,VPGX
Embassy Bancorp Inc,EMYB.PK,
Oxford Lane Capital Corp,OXLC.OQ,OXLC
Kontrol Technologies Corp,KNR.NLB,
InvenSense Inc,INVN.K^E17,TDKCRI
Sow Good Inc,SOWG.OQ,SOWGX
Vera Bradley Inc,VRA.OQ,VRA
Foodfirst Global Restaurants Inc,BBRG.OQ^E18,SPPEQF
Tantalex Lithium Resources Corporation,TTX.CD,
Chinook Energy Inc,CKE.TO^D20,TOUOK
Quad/Graphics Inc,QUAD.N,QUADX
MEG Energy Corp,MEG.TO^K25,MEGN
Quinto Resources Inc,QITh.V,
LPL Financial Holdings Inc,LPLA.OQ,LPLA
BWX Technologies Inc,BWXT.N,BWXT
Sprott Physical Silver Trust,PSLV.P,
Cnb Community Bancorp Inc,CNBB.PK,CNBB
Monex SAPI de CV,MONEXB.MX^C23,MONEZ
Apple Hospitality REIT Inc,APLE.N,APLE
Canso Credit Income Fund,PBY_u.TO,
Monogram Residential Trust Inc,MORE.K^I17,GMOPNR
TIER REIT Inc,TIER.N^F19,CUZMST
Ambow Education Holding Ltd,AMBO.A,
GTJ REIT Inc,GTTJ.PK^K25,GTTJ
Crossroads Liquidating Trust,XRDC.O^F17,
Futureland Corp,FUTL.PK,
FS KKR Capital Corp,FSK.N,FSK
Stars Group Inc,0VIO.L^E21,TSGI
Assembly Biosciences Inc,ASMB.OQ,ASMB
Rhino Resource Partners LP,RHNO.PK^L21,RHNO
CatchMark Timber Trust Inc,CTT.N^I22,CTT
Transglobal Management Group Inc,TMGI.PK,
United National Bank,UNBK.PK,UNBKX
New Mountain Finance Corp,NMFC.OQ,NMFC
Accredited Solutions Inc,ASII.PK,
Geomega Resources Inc,GMA.V,
STAG Industrial Inc,STAG.N,STAG
Meta Platforms Inc,META.OQ,META
Preferred Apartment Communities Inc,APTS.N^F22,PKEPNC
Globe Capital Ltd,GCAPG.ASE,
AmeriTrust Financial Technologies Inc,AMT.V,
Western Asset High Yield Opportunity Fund Inc,HYI.N,
NaturalShrimp Inc,SHMP.PK,
Prio SA,PRIO3.SA,PRIOC
Walker & Dunlop Inc,WD.N,WD
Booz Allen Hamilton Holding Corp,BAH.N,BAH
AI Artificial Intelligence Ventures Inc,AIVC.V,
Leaf Group Ltd,LEAF.N^F21,LEAF
Gladstone Land Corp,LAND.OQ,LAND
Massy Holdings Ltd,MASSY.TTB,
Summit Hotel Properties Inc,INN.N,INN
Resaas Services Inc,RSS.V,
Emergent Capital Inc,EMGCQ.PK^D21,EMGCQ
Caesars Holdings Inc,CZR.OQ^G20,CZR
Gevo Inc,GEVO.OQ,GEVO
Examworks Group LLC,EXAM.K^G16,GDPNTW
Univar Solutions LLC,UNVR.N^H23,WNDRPU
Pacific Biosciences of California Inc,PACB.OQ,PACB
Supernova Energy Inc,SPRN.PK,
Endocyte Inc,ECYT.OQ^L18,
Pender Growth Fund Inc,PTF.V,
Ellington Financial Inc,EFC.N,EFC
Convertidora Industrial SAB de CV,CONVERA.MX,CONVZ
Paiho Shih Holdings Corp,8404.TW,PAIHIP
Catskill Hudson Bank,CSKL.PK^B25,
Trenchant Technologies Capital Corp,AITT.CD,AITT
Storm Resources Ltd,SRX.TO^L21,SRX
GreenPower Motor Company Inc,GP.OQ,
HFX Holding Corp,HXCh.V,
Global Brokerage Inc,GLBR.PK,GLBR
Companhia Estadual de Distribuicao de Energia Eletrica CEEED,CEED4.SA,CEEDD
Geekco Technologies Corp,GKO.V,
Targa Resources Corp,TRGP.N,TRGP
Northern Graphite Corp,NGC.V,
Black Spruce Exploration Inc,BARK.V,
American Assets Trust Inc,AAT.N,AATX
Maverix Metals Inc,MMX.A^A23,TFPMMA
Maison Luxe Inc,MASN.PK,
Camanchaca SA,CAMANCHACA.SN,CAMAZ
Spirit Airlines LLC,SAVEQ.PK^C25,FLYYQS
Blueone Card Inc,BCRD.PK,
Freeze Tag Inc,FRZT.PK,
Visteon Corp,VC.OQ,VC
Southern Concepts Restaurant Group Inc,RIBS.PK,
Vitamin Oldco Holdings Inc,GNCIQ.PK^K20,GNCHO
Cornerstone Ondemand Inc,CSOD.OQ^J21,SNSWHC
Zephyr Minerals Ltd,ZFR.V,
Sentient Brands Holdings Inc,SNBH.PK,
Turtle Beach Corp,TBCH.OQ,TBCH
RigNet Inc,RNET.OQ^E21,RNET
Banco Davivienda SA,DVI_p.CN,DVI
Soma Gold Corp,SOMA.V,
G2 Goldfields Inc,GTWO.TO,
Grupo Sports World SAB de CV,SPORTS.MX,
Canadian Critical Minerals Inc,CCMI.V,
Everbank Financial Corp,EVER.K^F17,TAAADE
LVMC Holdings Co Ltd,900140.KS,LVMCH
Whistler Blackcomb Holdings Inc (Pre-Merger),WB.TO^J16,MTNBL
US Concrete Inc,USCR.OQ^H21,VMCUSC
Tourmaline Oil Corp,TOU.TO,TOU
HS Winddown Inc,HALH.L^C19,
Teranga Gold Corp (OLD),TGZ.TO^B21,TGZX
Brightcove Inc,BCOV.OQ^B25,
Pesquera Exalmar SAA,EXALMC1.LM,EXALM
Aleatica SAB de CV,ALEATIC.MX^C25,ALEAT
Afluente Transmissao de Energia Eletrica SA,AFLT3.SA,
Howard Hughes Holdings Inc,HHH.N,HHH
Definium Therapeutics Inc,DFTX.OQ,
Global Uranium Corp,GURN.CD,
Aegis Critical Energy Defence Corp,QESS.CD,
BizLink Holding Inc,3665.TW,BIZLK
Pacira Biosciences Inc,PCRX.OQ,PCRX
PennantPark Floating Rate Capital Ltd,PFLT.N,PFLT
K92 Mining Inc,KNT.TO,
Network Media Group Inc,NTE.V,
Virtus Stone Harbor Emerging Markets Income Fund,EDF.N,
BankUnited Inc,BKU.N,BKU
CDW Corp,CDW.OQ,CDW
Oconee Federal Financial Corp,OFED.PK,OFED
Wolverine Bancorp Inc,WBKC.O^J17,
GCDI SA,GCDIm.BA,GCDSA
Sabra Health Care REIT Inc,SBRA.OQ,SBRA
Brandywineglobal Global Income Opportunities Fund Inc,BWG.N,
Financiera Efectiva SA,EFECTIC1.LM,EFECT
Lithium Chile Inc,LITH.V,
Zentek Ltd,ZEN.V,
IZEA Worldwide Inc,IZEA.OQ,
Enauta Participacoes SA,ENAT3.SA^H24,ENATC
Talphera Inc,TLPH.OQ,TPHRA
Cleghorn Minerals Ltd,CZZ.V,
Harfang Exploration Inc,HAR.V,
Transportation and Logistics Systems Inc,TLSS.PK,
Karora Resources Inc,KRR.TO^H24,
Ocera Therapeutics LLC,OCRX.OQ^L17,
Kinder Morgan Inc,KMI.N,KMI
A3 Mercados SA,A3m.BA,ATMCD
First Republic Bank,FRCB.PK,FRCB
Tronox Holdings PLC,TROX.N,TROX
Altiplano Metals Inc,APN.V,
Marathon Gold Corp,MOZ.TO^A24,
Los Portales SA,PORTAC1.LM,PORTZ
Tile Shop Holdings Inc,TTSH.PK,TTSH
Gatekeeper Systems Inc,GSI.V,
Linx SA,LINX3.SA^F21,
Bright Holdings USA Inc,SGNT.OQ^H16,EMTSGB
Community First Bank Inc,CFSO.OB^D16,
Resolute Forest Products Inc,RFP.N^C23,FMNGTU
Moatable Inc,MTBLY.PK,
Hawaiian Telcom Holdco Inc,HCOM.OQ^G18,RDFHDH
Scio Diamond Technology Corp,SCIO.PK^H19,
BlackRock Resources and Commodities Strategy Trust,BCX.N,
Contango ORE Inc,CTGO.A,CTGO
Inversora Juramento SA,INVJm.BA,INVJ
QAD Inc,QADA.OQ^K21,ALTERQ
Aspen Group Inc,ASPU.PK,ASPU
Gentera SAB de CV,GENTERA.MX,GENTX
Azzas 2154 SA,AZZA3.SA,AZZAC
Pretium Resources Inc (Pre-Merger),PVG.TO^C22,NCMPTU
Concentrix Srev Inc,SREV.OQ^G22,CNXCT
Compartamos Banco SA,COMPARC1.LM,COMPF
Abattis Bioceuticals Corp,ATTBF.PK,
Igua Saneamento SA,IGSN3.SA,IGSNC
HCA Healthcare Inc,HCA.N,HCA
Supernus Pharmaceuticals Inc,SUPN.OQ,SUPN
Lumos Pharma LLC,LUMO.OQ^L24,
Exousia Pro Inc,MAJI.PK,
Nielsen Holdings Ltd,NLSN.N^J22,NPPTCI
Mitsui Auto Finance Peru SA,MITSUFC1.LM,
Minera Frisco SAB de CV,MFRISCOA1.MX,MFRIS
Andeavor Logistics LLC,ANDX.N^G19,MPLXA
LinkedIn Corp,LNKD.N^L16,MSFTL
RYU Apparel Inc,RYUh.V^L25,
eXp World Holdings Inc,EXPI.OQ,
Polygreen Resources Co Ltd,8423.TWO,
Air Lease Corp,AL.N,AL
Boingo Wireless Inc,WIFI.OQ^F21,WHITSB
Kosmos Energy Ltd,KOS.N,KOS
Orogen Royalties Inc,OGN.V,
First National Financial Corp (Ontario),FN_pa.TO,RLHODF
Fairpoint Communications LLC,FRP.O^G17,FDUMHP
Skullcandy Inc,SKUL.O^J16,MRSKHS
First Connecticut Bancorp Inc,FBNK.OQ^J18,PBCTC
LSL Pharma Group Inc,LSL.V,LSLX
Firsthand Technology Value Fund Inc,SVVC.PK,
T4F Entretenimento SA,SHOW3.SA,SHOWC
Eco Science Solutions Inc,ESSI.PK,
Ayurcann Holdings Corp,AYUR.CD,
Old PSG Wind-down Ltd (Pre-Merger),PSG.TO^L16,OLDPSO
RLJ Lodging Trust,RLJ.N,RLJ
Thermon Group Holdings Inc,THR.N,THR
Allos SA,ALOS3.SA,ALSOC
SLR Senior Investment Corp,SUNS.OQ^D22,SLRCSL
ROI Land Investments Ltd,ROII.PK^K18,ROILD
Mongolia Growth Group Ltd,YAKh.V,
Loop Industries Inc,LOOP.OQ,
Xeriant Inc,XERI.PK,
Two Hands Corp,TWOH.PK,
HomeAway Inc,AWAY.OQ^L15,EXPEW
Blum Holdings Inc,BLMH.PK,
Artificial Intelligence Technology Solutions Inc,AITX.PK,
Verde Resources Inc,VRDR.PK,
Ecosciences Inc,ECEZ.PK,
GoldMining Inc,GOLD.TO,GOLDY
SandRidge Mississippian Trust I,SDTTU.PK^K25,
RPX Corp,RPXC.OQ^F18,HGGCSX
NGL Energy Partners LP,NGL.N,NGL
VOC Energy Trust,VOC.N,
Stemtech Corp,STEK.PK,
Pandora Media LLC,P.N^B19,SIRIAP
Newpoint Financial Corp,NPFC.PK^G25,
Hi-Great Group Holding Co,HIGR.PK,
FluroTech Ltd,TESTh.V,
Active Health Foods Inc,AHFD.PK,
VEREIT Inc,VER.N^K21,VER
Poage Bankshares Inc,PBSK.OQ^L18,
North Atlantic Drilling Ltd,NADL.NFF^H18,SDRLNA
Rightscorp Inc,RIHT.PK,
MARA Holdings Inc,MARA.OQ,MARHD
Element Fleet Management Corp,EFN.TO,EFN
Huntwicke Capital Group Inc,HCGI.PK,
American Battery Materials Inc,BLTH.PK,
Fusion-Io LLC,FIO.N^G14,WDCFU
Condor Energies Inc,CDR.TO,
Aion Therapeutic Inc,AION.CD,
Evolutionary Genomics Inc,FNAM.PK,
Twitter Inc,TWTR.N^J22,XAIHLT
Magazine Luiza SA,MGLU3.SA,MGLUC
Pivot Technology Solutions Inc (Pre-Merger),PTG.TO^K20,CCCVTS
Fidus Investment Corp,FDUS.OQ,FDUS
Mammoth Resources Corp,MTH.V,
TPG Mortgage Investment Trust Inc,MITT.N,MITT
Sylvania Platinum Ltd,SLPL.L,
Titan Environmental Solutions Inc,TESI.PK,
Monroe Capital Corp,MRCC.OQ,MRCC
Can B Corp,NASC.PK,
Staffing 360 Solutions Inc,STAFQ.PK,STAFQ
TerraVia Holdings Inc,TVIAQ.PK^A18,TERRV
Targeted Medical Pharma Inc,TRGM.PK,
Zidane Capital Corp,ZZEh.V,
Global AI Inc,GLAI.PK,
Grand Havana Inc,GHAV.PK,
StimCell Enegetics Inc,STME.PK,
IF Bancorp Inc,IROQ.OQ,IROQ
Viva Entertainment Group Inc,OTTV.PK,
Nutex Health Inc,NUTX.OQ,
Freescale Semiconductor Ltd,FSL.N^L15,NXPIF
Biopower Operations Corp,BOPO.PK,
Duff & Phelps Utility and Infrastructure Fund Inc,DPG.N,
Huntington Ingalls Industries Inc,HII.N,HII
ANSA McAL Ltd,AMCL.TTB,AMCLX
Apollo Residential Mortgage Inc,AMTG.K^I16,APCORA
Park Hotels & Resorts Inc,PK.N,PK
Apollo Global Management Inc,APO.N,APO
VivoSim Labs Inc,VIVS.OQ,
CEA Industries Inc,BNC.OQ,
SunCoke Energy Inc,SXC.N,SXC
AmeriGuard Security Services Inc,AGSS.PK,
Steel Partners Holdings LP,SPLP.PK^A26,SPLP
Garrison Capital Inc,GARS.OQ^J20,
"Grace Therapeutics, Inc",GRCE.OQ,
Golar LNG Partners LP,GMLP.OQ^D21,NFEGL
Waste Energy Corp,WAST.PK,
SuRo Capital Corp,SSSS.OQ,SSSS
New Peoples Bankshares Inc,NWPP.PK,NWPP
iwallet Corp,IWAL.PK,
Third Coast Midstream LLC,AMID.N^G19,THDCM
Mountain Merger Sub Corp,MTGE.OQ^I18,NLYMM
Naturally Splendid Enterprises Ltd,NSPh.V^L25,
Gstaad Capital Corp,GTDh.V,
John Marshall Bancorp Inc,JMSB.OQ,JMSB
Transition Metals Corp,XTM.V,
Avila Energy Corp,VIK.CD,
Silo Pharma Inc,SILO.OQ,
Liberty Gold Corp,LGD.TO,
SharpSpring Inc,SHSP.OQ^I21,
CleanSpark Inc,CLSK.OQ,CLSK
Arcos Dorados Holdings Inc,ARCO.N,ARCO
Southstone Minerals Ltd,SML.V,
Barfresh Food Group Inc,BRFH.OQ,
Wesco Aircraft Holdings Inc,WAIR.N^A20,WOLVRE
Chefs' Warehouse Inc,CHEF.OQ,CHEF
Pasofino Gold Ltd,VEIN.V,
Jubilant Flame International Ltd,JFIL.PK,
Peak Resorts Inc,SKIS.OQ^I19,SKIS
FHC Holdings Corp,FRANQ.PK^H21,FHCHO
PetVivo Holdings Inc,PETV.PK,
Eridge Capital Ltd,NEW.L^K16,
Impinj Inc,PI.OQ,PI
Yamana Gold Quebec Inc,MQR.TO^A21,
Ingevec SA,INGEVEC.SN,INGEV
WageWorks Inc,WAGE.N^H19,WAGE
Point of Care Nano-Technology Inc,PCNT.PK^E25,
Merion Inc,EWLU.PK,
Access Financial Services Ltd,AFS.JS,
Barita Investments Ltd,BIL.JS,
Dolphin Cove Ltd,DCOVE.JS,
Jamaica Producers Group Ltd,JP.JS,JP
Jamaican Teas Ltd,JAMT.JS,
Kingston Properties Ltd,KPREIT.JS,
Lasco Distributors Ltd,LASD.JS,
Lasco Financial Services Ltd,LASF.JS,
LASCO Manufacturing Ltd,LASM.JS,
Scotia Group Jamaica Ltd,SGJ.JS,SGJ
LiveOne Inc,LVO.OQ,
Home Bistro Inc,HBIS.PK,
WPX Energy Inc,WPX.N^A21,DVNWP
Allison Transmission Holdings Inc,ALSN.N,ALSNX
KKR Income Opportunities Fund,KIO.N,
Dunkin' Brands Group Inc,DNKN.OQ^L20,INSBSB
Orchid Island Capital Inc,ORC.N,
Core One Labs Inc,COOL.CD^I25,
Clean Seed Capital Group Ltd,CSXh.V,
Brasil Pharma SA,BPHA3.SA^F19,BBTGAH
Spectra7 Microsystems Inc,SEV.V^D25,SCTME
Vislink Technologies Inc,VISL.PK,
Beretta Ventures Ltd,BRTAh.V,
Tombill Mines Ltd,TBLL.V,
Avianca Holdings SA,AVT_p.CN^K21,AVTX
Blaqclouds Inc,BCDS.PK,
THC Farmaceuticals Inc,CBDG.PK,
Mechanics Bancorp,MCHB.OQ,MCHB
Signature Resources Ltd,SGU.V,
Carbonite LLC,CARB.OQ^L19,OTEXCB
Mobilum Technologies Inc,MBLM.CD,
Certive Solutions Inc,CBP.CD,
Regional SAB de CV,RA.MX,RAX
Midland States Bancorp Inc,MSBI.OQ,MSBI
Aston Bay Holdings Ltd,BAY.V,
Regional Management Corp,RM.N,RM
Permianville Royalty Trust,PVL.N,
Nationstar Mortgage Holdings LLC,NSM.N^G18,RKTXT
Hydrophi Technologies Group Inc,HPTG.PK^C19,
Gladiator Metals Corp,GLAD.V,
Empresas Aquachile SA,AQUACHILE.SN,AQUAC
GlobeStar Therapeutics Corp,GSTC.PK,
Datum Ventures Inc,DATh.V,
Ceres Inc,CERE.O^H16,
Redwood Group Ltd,8426.TWO,
Petroreconcavo SA,RECV3.SA,RECVC
Eeg Glider Inc,GEENQ.PK^D21,EEGDR
Pulse Network Inc,TPNI.PK,
Mama's Creations Inc,MAMA.OQ,
SandRidge Permian Trust,PERS.PK^L21,
Sollensys Corp,SOLS.PK^D25,
Trex Wind-Down Inc,TMBRQ.PK^E24,
ASB Bancorp Inc,ASBB.O^J17,FBNCA
Castellum Inc,CTM.A,
RMG Networks Holding Corp,RMGN.OQ^J18,
Enerflex Ltd,EFX.TO,EFXX
Joymain International Development Group Inc,JIDG.PK^L17,
Mason Resources Inc,LLG.V,
Honey Bun (1982) Ltd,HONBUN.JS,
Dream Homes & Development Corp,DREM.PK,
CLS Holdings USA Inc,CLSHD.PK^H25,CLSHD
Perpetua Resources Corp,PPTA.TO,
Gibson Energy Inc,GEI.TO,GEI
Sunshine Oilsands Ltd,2012.HK,SNSHO
Attis Oil and Gas Ltd,AOGL.L^L20,
Baton Holding LLC,RATE.N^K17,RDVHOB
Qwest Corp,CTQ^H16,LUMNQ
Clearbridge Energy Midstream Opportunity Fund Inc,EMO.N,EMO
MedWellaAI Inc,MWAI.PK,
Civitas Resources Inc,CIVI.N^A26,BBCY
Hoegh Evi Ltd,HOEG.OL^E21,LUSHOE
Avaya Holdings Corp,AVYAQ.PK^E23,AVAYH
Highland Opportunities and Income Fund,HFRO.N,HFRO
Postmedia Network Canada Corp,PNCa.TO,PNCXX
Entegra Financial Corp,ENFC.OQ^A20,ENTFI
USA Compression Partners LP,USAC.N,USAC
Epam Systems Inc,EPAM.N,EPAM
Residual Pumpkin Entity LLC,PRSS.OQ^K18,SAPFHR
Groovy Company Inc,GROO.PK,
BSB Bancorp Inc,BLMT.OQ^D19,PBCTN
Good Gamer Entertainment Inc,GOOD.V,
Mattress Firm Holding Corp,MFRM.O^I16,SNHJM
Ambarella Inc,AMBA.OQ,AMBA
Premier Graphene Inc,BIEI.PK,
Amaya Global Holdings Corp,AYAG.PK^G25,
Amc Networks Inc (Nevada),AMCX.OQ,AMCX
GWG Holdings Inc,GWGHQ.PK^H23,GWGH
REAC Group Inc,REAC.PK,
Rezolute Inc,RZLT.OQ,RZLT
Wangton Capital Corp,WTh.V,
Enphase Energy Inc,ENPH.OQ,ENPH
Ubiquiti Inc,UI.N,UIX
Stakeholder Gold Corp,SRC.V,
Imperva Inc,IMPV.OQ^A19,IMPUHM
Mojo Digital Assets Inc,MJDS.PK,
Alkame Holdings Inc,ALKM.PK,
Marathon Petroleum Corp,MPC.N,MPCXX
Clovis Oncology Inc,C6OV.MU^G23,CLVSO
Capital Bank Financial Corp,CBF.OQ^L17,FHNCL
Aspen Aerogels Inc,ASPN.N,ASPN
Qualicorp Consultoria e Corretora de Seguros SA,QUAL3.SA,QUALC
Trinseo PLC,TSEOF.PK,TSEX
Proto Script Pharmaceutical Corp,PSCR.PK,
Capstone Infrastructure Corp,CSE_pa.TO,ICINPP
Technos SA,TECN3.SA,TECNC
Tillys Inc,TLYS.N,TLYS
Manning & Napier Inc,MN^J22,CADNGM
Avanti Helium Corp,AVN.V,AVN
Element Lifestyle Retirement Inc,ELM.V,
Volatus Aerospace Inc,FLT.V,
PRO Real Estate Investment Trust,PRV_u.TO,PRV
Urbanimmersive Inc,UI.V,UI
Santacruz Silver Mining Ltd,SCZ.V,
Currency Exchange International Corp,CXI.TO,
Gatos Silver Inc,GATO.TO^A25,
Itron Networked Solutions Inc,SSNI.N^A18,ITRII
Chesapeake Granite Wash Trust,CHKR.PK,
Inmobiliaria Ide SA,IIDEC1.LM,
Artisan Partners Asset Management Inc,APAM.N,APAMX
Neutra Corp,NTRR.PK,
Item 9 Labs Corp,INLB.PK,
Citius Pharmaceuticals Inc,CTXR.OQ,
Merrimack Pharmaceuticals Inc,MACK.OQ^E24,MACKX
EcoSynthetix Inc,ECO.TO,
AMG Packaging & Paper Company Ltd,AMG.JS,
Masivo Silver Corp,MASS.V,
Zeltiq Aesthetics Inc,ZLTQ.O^E17,
Yelp Inc,YELP.N,YELP
Elektros Inc,ELEK.PK,
MIX 1 Life Inc,MIXX.PK^J25,
Val-d'Or Mining Corp,VZZ.V,
First America Resources Corp,FSTJ.PK,
Demandware LLC,DWRE.N^G16,
Norwegian Cruise Line Holdings Ltd,NCLH.N,NCLH
Dave & Buster's Entertainment Inc,PLAY.OQ,PLAY
US Silica Holdings Inc,SLCA.N^H24,USLCH
Somos Educacao SA,SEDU3.SA^E19,MAPALS
Lewis and Clark Bank,LWCL.PK,LWCL
Caribbean Producers (Jamaica) Ltd,CPJ.JS,
Yappn Corp,YPPN.PK,
Proto Labs Inc,PRLB.N,PRLB
"Havana Roasters Coffee Companies, Inc",THRC.PK,
Trees Corp,CANN.PK,
Global Lighting Technologies Inc,4935.TW,
Emergence Global Enterprises Inc,EMRG.CD,
Sprague Resources LP,SRLP.N^K22,SRLP
Financial Gravity Companies Inc,FGCO.PK,
Aleafia Health Inc,ALEAF.PK^B26,ALEAF
Argos Therapeutics Inc,ARGSQ.PK^I19,
Intermolecular Inc,IMI.OQ^I19,
Ignite Restaurant Group Inc,IRGTQ.PK^L17,JHWHVI
Dream Global REIT,DRG_u.TO^L19,DRGX
SAExploration Holdings Inc,SAEXQ.PK^L20,SAEXQ
Vocera Communications Inc,VCRA.N^B22,VCRA
MACOM Technology Solutions Holdings Inc,MTSI.OQ,MTSI
BOTS Inc,BTZI.PK,
Bristow Group Inc,VTOL.N,VTOL
Cielo Waste Solutions Corp,CMC.V,
Graystone Company Inc,GYST.PK,
BlackRock TCP Capital Corp,TCPC.OQ,TCPC
Exa Corp,EXA.OQ^K17,
Barnhart Group Inc,SMGI.PK,
CVR Nitrogen LP,RNF.N^D16,UANCR
FuboTV Inc,FUBO.N,FUBO
Chuy's Holdings Inc,CHUY.OQ^J24,DRICY
Wellness Center USA Inc,WCUI.PK,
NCR Payment Solutions Corp,JTPY.OQ^L18,
Evergreen Sustainable Enterprises Inc,EGSE.PK,
Organic Potash Corp,OPC.CD^B26,
Matador Resources Co,MTDR.N,MTDR
Mid-Con Energy Partners LP,MCEP.OQ^A21,MCFMD
Rose Rock Midstream LP,RRMS.K^J16,SEMGM
CVC Brasil Operadora e Agencia de Viagens SA,CVCB3.SA,CVCBC
Meganet Corp,MGNT.PK,
NFI Group Inc,NFI.TO,NFI
iQSTEL Inc,IQST.OQ,
GlucoTrack Inc,GCTK.OQ,
Konared Corp,KRED.PK,
Radient Technologies Inc,RTIh.V^K25,
Crestwood Midstream Partners LP,CMLP.N^J15,ETCRW
Vital Energy Inc,VTLE.N^L25,VENSBI
Jive Software LLC,JIVE.O^F17,ESWCPJ
ServisFirst Bancshares Inc,SFBS.N,SFBS
Angi Inc,ANGI.OQ,ANGIX
Aristocrat Group Corp,ASCC.PK,
Bazaarvoice Inc,BV.OQ^B18,MRLFDB
Worldwide NFT Inc,WNFT.PK,
Schneider National Inc,SNDR.N,SNDR
DLC Holdings Corp,DLC.V,
Moovly Media Inc,MVYh.V,
Forum Energy Technologies Inc,FET.N,FET
Corindus Vascular Robotics Inc,CVRS.A^J19,MESOSC
Mesquite Energy Inc,SNECQ.PK^G20,MESQU
Guidewire Software Inc,GWRE.N,GWRE
Parade Technologies Ltd,4966.TWO,
Levi Strauss & Co,LEVI.N,LEVIX
Vibe Growth Corp,VIBE.CD,
FTS International Inc,FTSI.A^C22,FTSI
Wellesley Bancorp Inc,WEBK.OQ^F20,CATCW
RH,RH.N,RH
CV Sciences Inc,CVSI.PK,
Fortune Brands Innovations Inc,FBIN.N,FBIN
Ares Commercial Real Estate Corp,ACRE.N,ACRE
Memex Inc,OEEh.V^L25,
Performance Food Group Co,PFGC.N,PFGC
Ocean Rig UDW Inc,ORIG.OQ^L18,RIGNOC
Intertain Group Ltd (Pre-Merger 1),ITX.TO^A20,INIGON
Ameritek Ventures Inc,ATVK.PK,
XRApplied Technologies Inc,XRA.CD^C25,
Ambev SA,ABEV3.SA,ABEVC
Artisan Consumer Goods Inc,ARRT.PK,
Datametrex AI Ltd,DM.V,
Lorne Park Capital Partners Inc,LPC.V^J25,
Endonovo Therapeutics Inc,ENDV.PK,
Samsara Luggage Inc,SAML.PK,
Fortress Biotech Inc,FBIO.OQ,FBIO
Health Advance Inc,HADV.PK,
Razor Energy Corp,RZEh.V^B25,RZORG
FS Bancorp Inc,FSBW.OQ,FSBW
Banks Island Gold Ltd,BKSLF.PK,
BGI Inc,BGRP.PK,BGRP
LendingClub Corp,LC.N,LC
G6 Materials Corp,GGGh.V^K25,
Record Resources Inc,REC.V,
Xylem Inc,XYL.N,XYL
Exelis Inc,XLS^E15,HRSE
"MELINTA THERAPEUTICS, LLC",MLNTQ.PK^D20,VACAMU
Genie Energy Ltd,GNE.N,GNE
Wheeler Real Estate Investment Trust Inc,WHLR.OQ,WHLR
Zynga Inc,ZNGA.OQ^E22,TTWOZA
Atoro Capital Corp,TTOh.V,
Northisle Copper and Gold Inc,NCX.V,
AudioEye Inc,AEYE.OQ,
Rouse Properties LLC,RSE.N^G16,BRPRPU
Symphony Floating Rate Senior Loan Fund,SSF_u.TO^A26,
Groupon Inc,GRPN.OQ,GRPN
Lumos Networks Corp,LMOS.OQ^K17,MTNUCL
Sustainable Projects Group Inc,SPGX.PK,SPGXX
Aphria Inc,APHA.TO^E21,TLRYA
Pharmadrug Inc,PHRX.CD,
JIVA Technologies Inc,JIVA.CD,
Green Impact Partners Inc,GIP.V,
Sigma Lithium Corp,SGML.OQ,
Alkaline Water Company Inc,WTER.PK,
Chiron Real Estate Inc,XRN.N,XRN
Global Brass and Copper Holdings Inc,BRSS.N^G19,BRSS
Petrox Resources Corp,PTC.V,
Poseidon Concepts Corp,PSN.TO^E13,POOSF
Verastem Inc,VSTM.OQ,VSTM
Marriott Vacations Worldwide Corp,VAC.N,VAC
Hartford Creative Group Inc,HFUS.PK,
One Group Hospitality Inc,STKS.OQ,STKS
illumin Holdings Inc,ILLM.TO,
