index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
10808,Tiernan Gold Corp,TIERNAN GOLD,TERANGA GOLD CORP,TERANGA GOLD,185880,83
10812,Altitude Acquisition Corp,ALTITUDE ACQUISITION,ARTIUS ACQUISITION INC,ARTIUS ACQUISITION,36680,84
10814,HumanCo Acquisition Corp,HUMANCO ACQUISITION,UNION ACQUISITION CORP,UNION ACQUISITION,33038,83
10818,ABC Technologies Holdings Inc,ABC TECHNOLOGIES,ABC TECHNOLOGS HOLDINGS INC,ABC TECHNOLOGS,34500,93
10820,Mudrick Capital Acquisition Corp II,MUDRICK CAPITAL ACQUISITION II,CAPITOL ACQUISITION CORP III,CAPITOL ACQUISITION III,26128,83
10823,Carney Technology Acquisition Corp II,CARNEY TECHNOLOGY ACQUISITION II,APEX TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,35603,85
10832,ABG Acquisition I Corp,ABG ACQUISITION I,ROI ACQUISITION CORP,ROI ACQUISITION,170327,81
10835,Golden Falcon Acquisition Corp,GOLDEN FALCON ACQUISITION,IFLI ACQUISITION CORP-OLD,IFLI ACQUISITION OLD,29708,80
10836,Insu Acquisition Corp III,INSU ACQUISITION III,INSU ACQUISITI CORP II,INSU ACQUISITI II,36903,92
10844,Clarus Therapeutics Holdings Inc,CLARUS THERAPEUTICS,ACLARIS THERAPEUTICS INC,ACLARIS THERAPEUTICS,25904,92
10848,SVF Investment Corp 2,SVF INVESTMENT 2,SLR INVESTMENT CORP,SLR INVESTMENT,184287,80
10850,Apolo IV Acquisition Corp,APOLO IV ACQUISITION,CAPITOL ACQUISITION CORP II,CAPITOL ACQUISITION II,17625,86
10851,InnovAge Holding Corp,INNOVAGE HOLDING,INNOVAGE HOLD CORP,INNOVAGE HOLD,38174,90
10877,Vector Acquisition Corp II,VECTOR ACQUISITION II,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,82
10881,Crucible Acquisition Corp,CRUCIBLE ACQUISITION,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,81
10882,Fortress Value Acquisition Corp III,FORTRESS VALUE ACQUISITION III,FORTRESS VALUE ACQ II,FORTRESS VALUE ACQ II,36795,82
10887,Prometheus Biosciences Inc,PROMETHEUS BIOSCIENCES,PROMETHEUS BIOSCNC INC,PROMETHEUS BIOSCNC,38342,90
10889,Longboard Pharmaceuticals Inc,LONGBOARD PHARMACEUTICALS,LB PHARMACEUTICALS INC,LB PHARMACEUTICALS,74388,84
10897,Kairos Acquisition Corp,KAIROS ACQUISITION,ROI ACQUISITION CORP,ROI ACQUISITION,170327,85
10901,Edify Acquisition Corp,EDIFY ACQUISITION,INFOR ACQUISITION CORP,INFOR ACQUISITION,24117,82
10902,Epiphany Technology Acquisition Corp,EPIPHANY TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,35603,83
10903,KL Acquisition Corp,KL ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,93
10907,Sendas Distribuidora SA,SENDAS DISTRIBUIDORA SA,SENDAS DISTRIBUIDORA S.A.,SENDAS DISTRIBUIDORA S A,38181,94
10915,Global Synergy Acquisition Corp,SYNERGY ACQUISITION,KLR ENERGY ACQUISITION CORP,KLR ENERGY ACQUISITION,26825,83
10916,Near Intelligence Inc,NEAR INTELLIGENCE,NIQ GLOBAL INTELLIGENCE PLC,NIQ INTELLIGENCE,60793,85
10921,LiveCare Inc,LIVECARE,LINCARE HOLDINGS INC,LINCARE,25062,80
10926,Fortress Capital Acquisition Corp,FORTRESS CAPITAL ACQUISITION,HENNESSY CAPITAL ACQUISITION,HENNESSY CAPITAL ACQUISITION,19576,82
10929,VectoIQ Acquisition Corp II,VECTOIQ ACQUISITION II,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,85
10935,Connect Biopharma Holdings Ltd,CONNECT BIOPHARMA,CONNECT BIOPHARMA HOLDIG LTD,CONNECT BIOPHARMA HOLDIG,38422,83
10936,Deep Lake Capital Acquisition Corp,DEEP LAKE CAPITAL ACQUISITION,SABAN CAPITAL ACQUISITION CP,SABAN CAPITAL ACQUISITION CP,27887,81
10937,Marlin Technology Corp,MARLIN TECHNOLOGY,ALIGN TECHNOLOGY INC,ALIGN TECHNOLOGY,141384,91
10938,Athlon Acquisition Corp,ATHLON ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,88
10939,Justera Health Ltd,JUSTERA HEALTH,SOTERA HEALTH CO,SOTERA HEALTH,37338,89
10948,Greenlight Biosciences Holdings PBC,GREENLIGHT BIOSCIENCES PBC,GREENLIGHT BIOSCIENCES HLDGS,GREENLIGHT BIOSCIENCES HLDGS,37744,85
10949,Group Nine Acquisition Corp,NINE ACQUISITION,UNION ACQUISITION CORP,UNION ACQUISITION,33038,91
10953,26 Capital Acquisition Corp,26 CAPITAL ACQUISITION,PIVOTAL ACQUISITION CORP,PIVOTAL ACQUISITION,34590,83
10955,OCA Acquisition Corp,OCA ACQUISITION,GO ACQUISITION CORP,GO ACQUISITION,36719,90
10958,Design Therapeutics Inc,DESIGN THERAPEUTICS,DESIGN THERAPEUTIS INC,DESIGN THERAPEUTIS,38441,97
10972,Finch Therapeutics Group Inc,FINCH THERAPEUTICS,QUINCE THERAPEUTICS INC,QUINCE THERAPEUTICS,35102,86
10977,TZP Strategies Acquisition Corp,TZP STRATEGIES ACQUISITION,STRATEGIC ACQUISITIONS INC,STRATEGIC ACQUISITIONS,23369,83
10980,Astrea Acquisition Corp,ASTREA ACQUISITION,AZTECA ACQUISITION CORP,AZTECA ACQUISITION,187848,89
10981,Bridger Aerospace Group Holdings Inc,BRIDGER AEROSPACE,BRIDGER AEROSPACE GP HLD INC,BRIDGER AEROSPACE GP HLD,37025,83
10984,Glow Lifetech Corp,GLOW LIFETECH,GLG LIFE TECH CORP,GLG LIFE TECH,177602,85
10985,Xigem Technologies Corp,XIGEM TECHNOLOGIES,XERIUM TECHNOLOGIES INC,XERIUM TECHNOLOGIES,160282,86
10990,Progress Acquisition Corp,PROGRESS ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,83
10994,MiniLuxe Holding Corp,MINILUXE HOLDING,MINISO GROUP HOLDING LTD,MINISO HOLDING,37157,80
10999,Logistic Properties of The Americas,LOGISTIC PROPERTIES OF AMERICAS,LOGISTIC PRP OF THE AMERICAS,LOGISTIC PRP OF AMERICAS,38222,87
11004,Biotech Acquisition Co,BIOTECH ACQUISITION,FINTECH ACQUISITION CORP,FINTECH ACQUISITION,22480,89
11009,EQ Health Acquisition Corp,EQ HEALTH ACQUISITION,QELL ACQUISITION CORP,QELL ACQUISITION,37037,81
11011,Blueriver Acquisition Corp,BLUERIVER ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,81
11014,Z-Work Acquisition Corp,Z WORK ACQUISITION,GO ACQUISITION CORP,GO ACQUISITION,36719,81
11018,DoubleVerify Holdings Inc,DOUBLEVERIFY,DOUBLEVERIFY HOLD INC,DOUBLEVERIFY HOLD,38412,83
11019,Clarim Acquisition Corp,CLARIM ACQUISITION,CHART ACQUISITION CORP,CHART ACQUISITION,171140,86
11020,Alliance Entertainment Holding Corp,ALLIANCE ENTERTAINMENT HOLDING,ALLIANCE ENTMNT HOLDING CORP,ALLIANCE ENTMNT HOLDING,37749,87
11023,TCV Acquisition Corp,TCV ACQUISITION,VG ACQUISITION CORP,VG ACQUISITION,36983,90
11025,Ares Acquisition Corp,ARES ACQUISITION,ARTIUS ACQUISITION INC,ARTIUS ACQUISITION,36680,88
11026,African Gold Acquisition Corp,AFRICAN GOLD ACQUISITION,IFLI ACQUISITION CORP-OLD,IFLI ACQUISITION OLD,29708,82
11027,MDH Acquisition Corp,MDH ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,90
11030,Edgewise Therapeutics Inc,EDGEWISE THERAPEUTICS,EDGE THERAPEUTICS INC,EDGE THERAPEUTICS,26273,89
11033,JAWS Mustang Acquisition Corp,JAWS MUSTANG ACQUISITION,JAWS MUSTANG ACQU CORP,JAWS MUSTANG ACQU,37841,83
11034,Music Acquisition Corp,MUSIC ACQUISITION,AMCI ACQUISITION CORP,AMCI ACQUISITION,34346,85
11038,Recursion Pharmaceuticals Inc,RECURSION PHARMACEUTICALS,TRACON PHARMACEUTICALS INC,TRACON PHARMACEUTICALS,22697,85
11043,Atlas Crest Investment Corp II,ATLAS CREST INVESTMENT II,ATLAS CREST INVES CORP,ATLAS CREST INVES,37247,81
11044,Fathom Digital Manufacturing Corp,FATHOM DIGITAL MANUFACTURING,FATHOM DIGITAL MANUFACT CORP,FATHOM DIGITAL MANUFACT,37817,90
11047,Goal Acquisitions Corp,GOAL ACQUISITIONS,GO ACQUISITION CORP,GO ACQUISITION,36719,90
11048,CreateAl Holdings Inc,CREATEAL,CREATEAI HOLDINGS INC,CREATEAI,38596,88
11050,Impact Development Group Inc,IMPACT DEVELOPMENT,EC DEVELOPMENT INC,EC DEVELOPMENT,63060,81
11052,Itiquira Acquisition Corp,ITIQUIRA ACQUISITION,M III ACQUISITION CORP,M III ACQUISITION,27200,81
11053,JOFF Fintech Acquisition Corp,JOFF FINTECH ACQUISITION,FINTECH ACQUISITION CORP,FINTECH ACQUISITION,22480,88
11058,RMG Acquisition Corp III,RMG ACQUISITION III,M III ACQUISITION CORP,M III ACQUISITION,27200,94
11061,MML Acquisition Corp,MML ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,90
11063,TUP Capital Inc,TUP CAPITAL,PVF CAPITAL CORP,PVF CAPITAL,26067,82
11064,Skywater Technology Inc,SKYWATER TECHNOLOGY,NEWATER TECHNOLOGY INC,NEWATER TECHNOLOGY,31772,86
11067,Akoya Biosciences Inc,AKOYA BIOSCIENCES,AKOYA BIOSNCS INC,AKOYA BIOSNCS,38527,87
11068,Sports Gear Co Ltd,SPORTS GEAR,AMER SPORTS INC,AMER SPORTS,43862,82
11072,Pivotal Investment Corp III,PIVOTAL INVESTMENT III,PIVOTAL INVEST CORP II,PIVOTAL INVEST II,35189,87
11076,Evo Acquisition Corp,EVO ACQUISITION,GO ACQUISITION CORP,GO ACQUISITION,36719,90
11081,Churchill Capital Corp VII,CHURCHILL CAPITAL VII,CHURCHILL CAPITAL CORP III,CHURCHILL CAPITAL III,36114,95
11082,Churchill Capital Corp VI,CHURCHILL CAPITAL VI,CHURCHILL CAPITAL CORP V,CHURCHILL CAPITAL V,37543,97
11084,Treace Medical Concepts Inc,TREACE MEDICAL CONCEPTS,TREACE MEDIC CNCPTS INC,TREACE MEDIC CNCPTS,38558,90
11091,Aveanna Healthcare Holdings Inc,AVEANNA HEALTHCARE,ACADIA HEALTHCARE CO INC,ACADIA HEALTHCARE,192255,80
11097,Tailwind International Acquisition Corp,TAILWIND ACQUISITION,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,81
11100,Sportstek Acquisition Corp,SPORTSTEK ACQUISITION,PTK ACQUISITION CORP,PTK ACQUISITION,36615,83
11102,Figure Acquisition Corp I,FIGURE ACQUISITION I,PURE ACQUISITION CORP,PURE ACQUISITION,33324,83
11105,Bowman Consulting Group Ltd,BOWMAN CONSULTING,BOWMAN CONSLTG GRP LTD,BOWMAN CONSLTG GRP,38754,80
11110,FinServ Acquisition Corp II,FINSERV ACQUISITION II,FINSERV ACQUISITN CORP,FINSERV ACQUISITN,35778,87
11111,New Vista Acquisition Corp,NEW VISTA ACQUISITION,LONGEVITY ACQUISITION,LONGEVITY ACQUISITION,33980,81
11113,Werewolf Therapeutics Inc,WEREWOLF THERAPEUTICS,WEREWOLF THERAPTCS INC,WEREWOLF THERAPTCS,38625,92
11124,Gores Holdings VII Inc,GORES VII,GORES HOLDINGS II INC,GORES II,29473,94
11125,Digital Brands Group Inc,DIGITAL BRANDS,DIGITAL BRANDS GRP INC,DIGITAL BRANDS GRP,35152,88
11127,TRKA Media Group Inc,TRKA MEDIA,TROIKA MEDIA GROUP INC,TROIKA MEDIA,23563,91
11130,USHG Acquisition Corp,USHG ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,87
11131,Austerlitz Acquisition Corp II,AUSTERLITZ ACQUISITION II,AUSTRALIA ACQUISITION CORP,AUSTRALIA ACQUISITION,185865,83
11132,Austerlitz Acquisition Corp I,AUSTERLITZ ACQUISITION I,AUSTRALIA ACQUISITION CORP,AUSTRALIA ACQUISITION,185865,84
11135,Fusion Acquisition Corp II,FUSION ACQUISITION II,UNION ACQUISITION CORP,UNION ACQUISITION,33038,84
11136,Ibere Pharmaceuticals,IBERE PHARMACEUTICALS,AERIE PHARMACEUTICALS INC,AERIE PHARMACEUTICALS,18749,90
11139,Colicity Inc,COLICITY,HOLICITY INC,HOLICITY,36778,88
11143,Velocity Acquisition Corp,VELOCITY ACQUISITION,LONGEVITY ACQUISITION,LONGEVITY ACQUISITION,33980,83
11144,Slam Corp,SLAM,SLM CORP,SLM,20430,86
11146,Twelve Seas Investment Co II,TWELVE SEAS INVESTMENT II,TWELVE SEAS INVESTMENT CO,TWELVE SEAS INVESTMENT,33702,94
11147,Gores Holdings VIII Inc,GORES VIII,GORES HOLDINGS III INC,GORES III,33996,95
11148,AdTheorent Holding Company Inc,ADTHEORENT HOLDING,ADTHEORENT HOLDING COM INC,ADTHEORENT HOLDING COM,37949,90
11170,Global Food and Ingredients Ltd,FOOD AND INGREDIENTS,AGT FOOD AND INGREDIENTS,AGT FOOD AND INGREDIENTS,163626,91
11173,DHB Capital Corp,DHB CAPITAL,MDB CAPITAL HOLDINGS LLC,MDB CAPITAL,41885,91
11176,NightDragon Acquisition Corp,NIGHTDRAGON ACQUISITION,UNION ACQUISITION CORP,UNION ACQUISITION,33038,80
11177,Orion Acquisition Corp,ORION ACQUISITION,HORIZON ACQUISITION CORP,HORIZON ACQUISITION,36850,94
11178,Lucky Strike Entertainment Corp,LUCKY STRIKE ENTERTAINMENT,LUCKY STRIKE ENTERTNMNT CORP,LUCKY STRIKE ENTERTNMNT,37855,94
11184,M3-Brigade Acquisition II Corp,M3 BRIGADE ACQUISITION II,M III ACQUISITION CORP,M III ACQUISITION,27200,81
11191,Better Home & Finance Holding Co,BETTER HOME FINANCE HOLDING,BETTER HOME & FINANCE HLG CO,BETTER HOME FINANCE HLG,38089,92
11192,FTAC Hera Acquisition Corp,FTAC HERA ACQUISITION,FAR PEAK ACQUISITION CORP,FAR PEAK ACQUISITION,37493,83
11195,RXR Acquisition Corp,RXR ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,90
11204,Peridot Acquisition Corp II,PERIDOT ACQUISITION II,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,85
11206,Citizens Bancorp Investment Inc,CITIZENS BANCORP INVESTMENT,CITIZENS BANCORP INVESTM INC,CITIZENS BANCORP INVESTM,38718,94
11207,Independence Holdings Corp,INDEPENDENCE,INDEPENDENCE GOLD CORP,INDEPENDENCE GOLD,170401,83
11208,Royalty Management Holding Corp,ROYALTY MANAGEMENT HOLDING,ROYALTY MANAGEMENT HOLD CORP,ROYALTY MANAGEMENT HOLD,38014,94
11210,ESM Acquisition Corp,ESM ACQUISITION,RMG ACQUISITION CORP,RMG ACQUISITION,34601,87
11211,Meed Growth Corp,MEED GROWTH,META GROWTH CORP,META GROWTH,33177,82
11212,Agile Growth Corp,AGILE GROWTH,AG GROWTH INTERNATIONAL,AG GROWTH,160453,86
11213,American Oncology Network Inc,AMERICAN ONCOLOGY NETWORK,AMERICAN ONCOLOGY NETWRK INC,AMERICAN ONCOLOGY NETWRK,38095,98
11215,G&P Acquisition Corp,G P ACQUISITION,GX ACQUISITION CORP,GX ACQUISITION,35134,90
11216,BPGC Acquisition Corp,BPGC ACQUISITION,NBC ACQUISITION CORP,NBC ACQUISITION,152689,90
11218,Frontier Acquisition Corp,FRONTIER ACQUISITION,ROI ACQUISITION CORP,ROI ACQUISITION,170327,86
11222,Nocturne Acquisition Corp,NOCTURNE ACQUISITION,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,86
11223,Pine Technology Acquisition Corp,PINE TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,35603,93
11227,Frontier Communications Parent Inc,FRONTIER COMMUNICATIONS PARENT,FRONTIER COMMUNIC PARENT INC,FRONTIER COMMUNIC PARENT,135484,89
11229,Avaron Mining Corp,AVARON MINING,ARIZONA MINING INC,ARIZONA MINING,108548,81
11231,Fortress Value Acquisition Corp IV,FORTRESS VALUE ACQUISITION IV,FORTRESS VALUE ACQ II,FORTRESS VALUE ACQ II,36795,80
11239,Build Acquisition Corp,BUILD ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,84
11240,KKR Acquisition Holdings I Corp,KKR ACQUISITION I,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,86
11241,Day One Biopharmaceuticals Inc,DAY ONE BIOPHARMACEUTICALS,DAY ONE BIOPHARMACEUTCLS INC,DAY ONE BIOPHARMACEUTCLS,38763,96
11243,Tech and Energy Transition Corp,TECH AND ENERGY TRANSITION,CLEAN ENERGY TRANSITION INC,CLEAN ENERGY TRANSITION,105853,82
11246,Longview Acquisition Corp II,LONGVIEW ACQUISITION II,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,83
11261,Singular Genomics Systems Inc,SINGULAR GENOMICS SYSTEMS,SINGULAR GENOM SYS INC,SINGULAR GENOM SYS,38806,84
11263,Grove Collaborative Holdings Inc,GROVE COLLABORATIVE,GROVE COLLABORATIVE HLDG INC,GROVE COLLABORATIVE HLDG,38109,88
11265,Forum Merger IV Corp,FORUM MERGER IV,FORUM MERGER II CORP,FORUM MERGER II,33958,93
11268,TB SA Acquisition Corp,TB SA ACQUISITION,CHART ACQUISITION CORP,CHART ACQUISITION,171140,82
11280,Landcadia Holdings IV Inc,LANDCADIA IV,LANDCADIA HOLDINGS II INC,LANDCADIA II,35122,92
11281,MSD Acquisition Corp,MSD ACQUISITION,DD3 ACQUISITION CORP,DD3 ACQUISITION,34184,87
11288,AF Acquisition Corp,AF ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,87
11302,Rockport Capital Corp,ROCKPORT CAPITAL,OAKWORTH CAPITAL INC,OAKWORTH CAPITAL,41755,81
11310,Veteran Capital Corp,VETERAN CAPITAL,GENTERRA CAPITAL INC,GENTERRA CAPITAL,13512,84
11311,ACL Construction Ltd,ACL CONSTRUCTION,BOYUAN CONSTRUCTION GROUP,BOYUAN CONSTRUCTION,182685,80
11319,Silverco Mining Ltd,SILVERCO MINING,SIROCCO MINING INC,SIROCCO MINING,65254,83
11330,Century Therapeutics Inc,CENTURY THERAPEUTICS,CENTURY THERAPEUTI INC,CENTURY THERAPEUTI,38920,95
11332,Pluribus Technologies Corp,PLURIBUS TECHNOLOGIES,PLURES TECHNOLOGIES INC,PLURES TECHNOLOGIES,187792,90
11333,CANPR Technology Ltd,CANPR TECHNOLOGY,PAR TECHNOLOGY CORP,PAR TECHNOLOGY,8334,87
11346,Maquia Capital Acquisition Corp,MAQUIA CAPITAL ACQUISITION,CAPITOL ACQUISITION CORP II,CAPITOL ACQUISITION II,17625,83
11347,Elevation Oncology LLC,ELEVATION ONCOLOGY,ELEVATION ONCOL INC,ELEVATION ONCOL,39060,91
11350,Integral Ad Science Holding Corp,INTEGRAL AD SCIENCE HOLDING,INTEGRAL AD SCIENCE HOL CORP,INTEGRAL AD SCIENCE HOL,39069,92
11364,Morgan Stanley Direct Lending Fund,MORGAN STANLEY DIRECT LENDING FUND,MORGAN STANLEY DRCT LEND FND,MORGAN STANLEY DRCT LEND FND,43873,90
11370,Hoshi Resource Corp,HOSHI RESOURCE,OSINO RESOURCES CORP,OSINO RESOURCES,33742,83
11379,Awakn Life Sciences Corp,AWAKN LIFE SCIENCES,AFEXA LIFE SCIENCES INC,AFEXA LIFE SCIENCES,112814,84
11380,Spectral MD Holdings Ltd,SPECTRAL MD,SPECTRAL AI INC,SPECTRAL AI,349337,82
11390,Western Metallica Resources Corp,WESTERN METALLICA RESOURCES,AMERICA WEST RESOURCES INC,AMERICA WEST RESOURCES,24741,82
11395,Nuveen Churchill Direct Lending Corp,NUVEEN CHURCHILL DIRECT LENDING,NUVEEN CHURCHILL DI LEN CORP,NUVEEN CHURCHILL DI LEN,43884,85
11396,Palmer Square Capital BDC Inc,PALMER SQUARE CAPITAL BDC,PALMER SQUARE CAPTAL BDC INC,PALMER SQUARE CAPTAL BDC,43849,98
11404,B Riley Principal 250 Merger Corp,B RILEY PRINCIPAL 250 MERGER,B RILEY PRINCIPAL MERGER,B RILEY PRINCIPAL MERGER,34940,92
11413,Candel Therapeutics Inc,CANDEL THERAPEUTICS,CANDEL THERAPTCS INC,CANDEL THERAPTCS,39269,91
11418,Fort Technology Inc,FORT TECHNOLOGY,BOLT TECHNOLOGY CORP,BOLT TECHNOLOGY,2295,87
11419,Applied Graphite Technologies Corp,APPLIED GRAPHITE TECHNOLOGIES,GCP APPLIED TECHNOLOGIES INC,GCP APPLIED TECHNOLOGIES,26812,87
11421,Osiris Acquisition Corp,OSIRIS ACQUISITION,ORIGO ACQUISITION CORP,ORIGO ACQUISITION,22225,86
11426,Caribou Biosciences Inc,CARIBOU BIOSCIENCES,CARIBOU BIOSCIENCE INC,CARIBOU BIOSCIENCE,39291,97
11445,Aries I Acquisition Corp,ARIES I ACQUISITION,ARTIUS ACQUISITION INC,ARTIUS ACQUISITION,36680,86
11446,Northstar Clean Technologies Inc,NORTHSTAR CLEAN TECHNOLOGIES,COSTAR TECHNOLOGIES INC,COSTAR TECHNOLOGIES,132799,81
11452,Rani Therapeutics Holdings Inc,RANI THERAPEUTICS,ANIKA THERAPEUTICS INC,ANIKA THERAPEUTICS,28209,91
11453,Webera Inc,WEBERA,WEBER INC,WEBER,39201,91
11455,Fife Capital Corp,FIFE CAPITAL,FIERA CAPITAL CORP,FIERA CAPITAL,185489,88
11458,Texas Community Bancshares Inc,TEXAS COMMUNITY BANCSHARES,TEXAS COMMUNITY BANCSHAR INC,TEXAS COMMUNITY BANCSHAR,38755,96
11470,Oceantech Acquisitions I Corp,OCEANTECH ACQUISITIONS I,FINTECH ACQUISITION CORP,FINTECH ACQUISITION,22480,84
11473,Victoria's Secret & Co,VICTORIA S SECRET,VICTORIAS SECRET AND CO,VICTORIAS SECRET AND,39310,86
11475,Southern States Bancshares Inc,SOUTHERN STATES BANCSHARES,SOUTHERN STATES BANCSHAR INC,SOUTHERN STATES BANCSHAR,39261,96
11477,Whitewater Acquisition Corp,WHITEWATER ACQUISITION,EASTERLY ACQUISITION CORP,EASTERLY ACQUISITION,23882,81
11483,GXO Logistics Inc,GXO LOGISTICS,GXO LOGISTIC INC,GXO LOGISTIC,39319,96
11484,Urban Infrastructure Group Inc,URBAN INFRASTRUCTURE,RADIUS GLOBAL INFRASTRUCTURE,RADIUS INFRASTRUCTURE,325942,83
11490,Monarch West Ventures Inc,MONARCH WEST VENTURES,WEST COAST VENTURES GROUP CO,WEST COAST VENTURES,33134,80
11496,Stronghold Digital Mining Inc,STRONGHOLD DIGITAL MINING,STRONGHOLD DIGITAL MININ INC,STRONGHOLD DIGITAL MININ,39354,98
11499,Global Consumer Acquisition Corp,CONSUMER ACQUISITION,CIS ACQUISITION LTD,CIS ACQUISITION,170959,80
11503,Dila Capital Acquisition Corp,DILA CAPITAL ACQUISITION,CAPITOL ACQUISITION CORP II,CAPITOL ACQUISITION II,17625,87
11513,Icarus Capital Corp,ICARUS CAPITAL,IANTHUS CAPITAL HOLDINGS INC,IANTHUS CAPITAL,28056,83
11517,Coliseum Acquisition Corp,COLISEUM ACQUISITION,CIS ACQUISITION LTD,CIS ACQUISITION,170959,86
11518,Resolute Resources Ltd,RESOLUTE RESOURCES,OLIVUT RESOURCES LTD,OLIVUT RESOURCES,155515,82
11520,Fintech Acquisition Corp VI,FINTECH ACQUISITION VI,FINTECH ACQUISITION CORP,FINTECH ACQUISITION,22480,93
11521,G3 VRM Acquisition Corp,G3 VRM ACQUISITION,RMG ACQUISITION CORP,RMG ACQUISITION,34601,85
11522,International Media Acquisition Corp,MEDIA ACQUISITION,AMCI ACQUISITION CORP,AMCI ACQUISITION,34346,85
11535,Shelter Acquisition Corporation I,SHELTER ACQUISITION I,STELLAR ACQUISITION III INC,STELLAR ACQUISITION III,27819,82
11537,Dragonfly Energy Holdings Corp,DRAGONFLY ENERGY,DRAGONFLY ENERGY HLDNGS CORP,DRAGONFLY ENERGY HLDNGS,38277,82
11540,Thoughtworks Holding Inc,THOUGHTWORKS HOLDING,THOUGHTWORKS HOLDG INC,THOUGHTWORKS HOLDG,39482,95
11542,Definitive Healthcare Corp,DEFINITIVE HEALTHCARE,DEFINITIVE HEALTH CORP,DEFINITIVE HEALTH,39476,89
11545,Procept Biorobotics Corp,PROCEPT BIOROBOTICS,PROCEPT BIOROBTCS CORP,PROCEPT BIOROBTCS,39453,94
11547,Aneesh Capital Corp,ANEESH CAPITAL,ARES CAPITAL CORP,ARES CAPITAL,161966,85
11551,Kalera PLC,KALERA,KALEYRA INC,KALEYRA,35909,92
11563,Brilliant Earth Group Inc,BRILLIANT EARTH,BRILLIANT EARTH GP INC,BRILLIANT EARTH GP,39556,91
11568,Healthcare Triangle Inc,HEALTHCARE TRIANGLE,HEALTHCARE TRIANGL INC,HEALTHCARE TRIANGL,39552,97
11570,Minehub Technologies Inc,MINEHUB TECHNOLOGIES,MITEC TECHNOLOGIES INC,MITEC TECHNOLOGIES,63240,84
11575,TortoiseEcofin Acquisition Corp III,TORTOISEECOFIN ACQUISITION III,TORTOISE ACQUISITION CORP,TORTOISE ACQUISITION,34805,80
11577,Bilander Acquisition Corp,BILANDER ACQUISITION,BRILLIANT ACQUISITION CORP,BRILLIANT ACQUISITION,36295,83
11579,Harmony Acquisitions Corp,HARMONY ACQUISITIONS,HORIZON ACQUISITION CORP,HORIZON ACQUISITION,36850,82
11583,FRNT Financial Inc,FRNT FINANCIAL,FIRST FINANCIAL CORP,FIRST FINANCIAL,18276,90
11586,Belong Acquisition Corp,BELONG ACQUISITION,BGS ACQUISITION CORP,BGS ACQUISITION,170648,85
11587,First Watch Restaurant Group Inc,FIRST WATCH RESTAURANT,FIRST WATCH RESTAURA GRO INC,FIRST WATCH RESTAURA GRO,39595,87
11592,Longevity Health Holdings Inc,LONGEVITY HEALTH,LONGEVITY HEALTH HLDINGS INC,LONGEVITY HEALTH HLDINGS,38242,80
11595,Plum Acquisition III Corp,PLUM ACQUISITION III,M III ACQUISITION CORP,M III ACQUISITION,27200,92
11596,SEP Acquisition Corp,SEP ACQUISITION,PTK ACQUISITION CORP,PTK ACQUISITION,36615,87
11597,Goat Industries Ltd,GOAT INDUSTRIES,ALTEX INDUSTRIES INC,ALTEX INDUSTRIES,12088,84
11604,Zalatoris II Acquisition Corp,ZALATORIS II ACQUISITION,ROI ACQUISITION CORP II,ROI ACQUISITION II,18580,81
11606,Copperleaf Technologies Inc (Pre-Merger),COPPERLEAF TECHNOLOGIES PRE MERGER,COPPERLEAF TECHNOLOGIES INC,COPPERLEAF TECHNOLOGIES,39851,81
11619,Wag! Group Co,WAG!,WAG GROUP CO,WAG,38426,100
11622,Global System Dynamics Inc,SYSTEM DYNAMICS,STEEL DYNAMICS INC,STEEL DYNAMICS,64030,83
11625,Aris Water Solutions Inc,ARIS WATER SOLUTIONS,ARIS WATER SOLUTIN INC,ARIS WATER SOLUTIN,39726,95
11626,Consensus Cloud Solutions Inc,CONSENSUS CLOUD SOLUTIONS,CONSENSUS CLOUD SOLUTION INC,CONSENSUS CLOUD SOLUTION,39787,98
