gvkey,year,total_assets,market_cap
26233.0,2019,,625849.325
26233.0,2020,,8636720.685
26233.0,2021,,125.169865
26233.0,2022,,125.169865
26233.0,2023,,125.169865
65218.0,2010,11499000,
65218.0,2010,,52418352.55
65218.0,2011,19766000,
65218.0,2011,,83523202.8626
65218.0,2012,12599000,
65218.0,2012,,55002844.82
65218.0,2013,11377000,
65218.0,2013,,46354852.0
65218.0,2014,17300017,
65218.0,2014,,34274908.4899999
65218.0,2015,,33615123.15
65218.0,2016,,121302653.789999
65218.0,2016,73375302,
65218.0,2017,,191852847.9
65218.0,2017,74743868,
65218.0,2018,,234486814.1
66577.0,2010,,
66577.0,2010,,267652624.72
66577.0,2011,,
66577.0,2011,,320844566.9
66577.0,2012,,
66577.0,2012,,338718319.16
66577.0,2013,,
66577.0,2013,,272209058.16
66577.0,2014,,
66577.0,2014,,303505219.52
66577.0,2015,510739787,
66577.0,2015,,306432198.64
66577.0,2016,538944493,
66577.0,2016,,303730371.76
66577.0,2017,519288463,
66577.0,2017,,313186765.84
66577.0,2018,489103002,
66577.0,2018,,258313105.73
66577.0,2019,508636796,
66577.0,2019,,283986770.99
66577.0,2020,512948558,
66577.0,2020,,307408360.35
66577.0,2021,519206789,
66577.0,2021,,315741041.18
66577.0,2022,456988583,
66577.0,2022,,224131769.7
66577.0,2023,396564647,
66577.0,2023,,223099227.84
65500.0,2009,946578000,
65500.0,2010,1083083000,1220306307.63999
65500.0,2011,,567112396.18
65500.0,2011,1125385000,
65500.0,2012,1085624000,463011841.25
65500.0,2013,1136437000,731205409.699999
65500.0,2014,1175859000,898062750.07
65500.0,2015,1239194000,1385888295.54
65500.0,2016,,749128808.4
65500.0,2016,1349904000,
65500.0,2017,,349191258.36
65500.0,2017,1141063000,
65500.0,2018,1071111000,283939332.0
65500.0,2019,1030903000,724374719.28
65500.0,2020,974347000,443860967.75
65500.0,2021,851152000,310443191.24
65500.0,2022,,638917118.64
65500.0,2022,879883000,
65500.0,2023,,876945064.8
8215.0,2009,8727000000,
8215.0,2010,9754000000,5026065328.09999
8215.0,2011,,3183072983.75999
8215.0,2011,8975000000,
8215.0,2012,8598000000,3499550419.98
8215.0,2013,8419000000,5903499345.76
8215.0,2014,7843000000,4450914611.33
8215.0,2015,9421000000,2801794179.86
8215.0,2016,,2823849735.18
8215.0,2016,9135000000,
8215.0,2017,,3613509893.58
8215.0,2017,9756000000,
8215.0,2018,9699000000,2735964950.12
8215.0,2019,9610000000,1856673141.51
8215.0,2020,8882000000,1870271722.9
8215.0,2021,8832000000,1886631492.68999
8215.0,2022,,2570630379.97
8215.0,2022,9061000000,
8215.0,2023,,2534432895.54
106336.0,2009,,
106336.0,2010,,8606312.64999999
106336.0,2011,,5049644.28
106336.0,2011,,
106336.0,2012,,4237233.20999999
106336.0,2013,,8945270.11
106336.0,2014,6876195,5349644.27999999
106336.0,2015,9897556,16564111.53
106336.0,2016,,16794344.0299999
106336.0,2016,19640603,
106336.0,2017,,6352516.66
106336.0,2017,14541868,
106336.0,2018,4797461,2773507.14
106336.0,2019,37821067,41923957.68
106336.0,2020,60428300,71429845.6999999
106336.0,2021,60739750,86824719.7099999
106336.0,2022,,53733794.52
106336.0,2022,44639036,
106336.0,2023,,25331646.1199999
10860.0,2009,23702000000,
10860.0,2010,23511000000,6760791434.37
10860.0,2011,,8025405899.2
10860.0,2011,23645000000,
10860.0,2012,22230000000,7453737093.12
10860.0,2013,21042000000,8772416000.0
10860.0,2014,22289000000,11191138000.0
10860.0,2015,23640000000,10489102317.5399
10860.0,2016,,12728621503.08
10860.0,2016,24699000000,
10860.0,2017,,14313026734.02
10860.0,2017,25945000000,
10860.0,2018,27215000000,15935414512.16
10860.0,2019,28933000000,18895088025.6
10860.0,2020,32030000000,19296976702.68
10860.0,2021,35735000000,22929527060.91
10860.0,2022,,22987791267.48
10860.0,2022,37904000000,
10860.0,2023,,19021444772.32
33285.0,2009,12044303,
33285.0,2010,13163445,9202515.74
33285.0,2011,,3097381.0
33285.0,2011,7268253,
33285.0,2012,346129,2212415.0
33285.0,2013,544528,828103.75
33285.0,2014,234074,662412.28
33285.0,2015,27602,254323.355
33285.0,2016,,448493.22
33285.0,2017,,
33285.0,2017,,4068210.24
33285.0,2018,27698332,
33285.0,2018,,39365416.5
33285.0,2019,13127071,
33285.0,2019,,44414385.92
33285.0,2020,39979833,
33285.0,2020,,159002403.58
33285.0,2021,66149500,
33285.0,2021,,145393097.66
33285.0,2022,30720812,
33285.0,2022,,106973927.04
33285.0,2023,36826900,
33285.0,2023,,113180532.48
18465.0,2010,,
18465.0,2010,,9018870.16999999
18465.0,2011,,
18465.0,2011,,4508622.68999999
18465.0,2012,,
18465.0,2012,,858125.099999999
18465.0,2013,,
18465.0,2013,,432062.549999999
18465.0,2014,,
18465.0,2014,,259237.53
18465.0,2015,,
18465.0,2015,,172825.02
18465.0,2016,,
18465.0,2016,,172825.019999999
18465.0,2017,10009,
18465.0,2017,,519918.559999999
18465.0,2018,11619,
18465.0,2018,,2390488.65
18465.0,2019,48520,
18465.0,2019,,724392.899999999
18465.0,2020,9073,
18465.0,2020,,10346357.4
18465.0,2021,287341,
18465.0,2021,,16346357.3999999
18465.0,2022,,6860201.4
18465.0,2022,7125931,
18465.0,2023,,6305201.39999999
6730.0,2009,27460900000,
6730.0,2010,31001400000,40406141617.44
6730.0,2011,,48116594330.6
6730.0,2011,33659800000,
6730.0,2012,34398900000,57233517645.24
6730.0,2013,35248700000,57459130365.0
6730.0,2014,36307600000,76815523074.83
6730.0,2015,35568900000,93366530018.74
6730.0,2016,,81195392316.5
6730.0,2016,38805900000,
6730.0,2017,,92998459291.06
6730.0,2017,44981000000,
6730.0,2018,43908400000,122584771348.6
6730.0,2019,39286100000,126189987232.53
6730.0,2020,46633100000,161509237006.32
6730.0,2021,48806000000,264229950794.46
6730.0,2022,,347613082936.0
6730.0,2022,49489800000,
6730.0,2023,,553370174592.039
24810.0,2009,8988300000,
24810.0,2010,10441000000,15770699258.48
24810.0,2011,,9440424135.61999
24810.0,2011,11370100000,
24810.0,2012,12796800000,8440775492.4
24810.0,2013,14901500000,9730959796.49
24810.0,2014,17746900000,12998503377.3
24810.0,2015,18774300000,7884783508.95
24810.0,2016,,8918762081.32
24810.0,2016,18110100000,
24810.0,2017,,5669017788.06
24810.0,2017,14828000000,
24810.0,2018,,3405573457.29999
24797.0,2009,180611,
24797.0,2010,459739,24427521.5
24797.0,2011,,18663418.24
24797.0,2011,246387,
24797.0,2012,268697,15980557.44
24797.0,2013,167193,18618855.25
24797.0,2014,260668,25443013.47
24797.0,2015,1910304,42893687.0
24797.0,2016,,74360515.46
24797.0,2016,2112726,
24797.0,2017,,39410347.515
24797.0,2017,1495420,
24797.0,2018,3185000,31684060.456
24797.0,2019,3621000,35405998.56
24797.0,2020,4942000,27354690.411
24797.0,2021,3023000,54689538.2604
24797.0,2022,,53678783.0449999
24797.0,2022,4858000,
24797.0,2023,,48625927.63147
24800.0,2010,30572000000,
24800.0,2010,,80060630870.57
24800.0,2011,36422000000,
24800.0,2011,,91949848102.2
24800.0,2012,43012000000,
24800.0,2012,,106151073600.0
24800.0,2013,45516000000,
24800.0,2013,,125259750000.0
24800.0,2014,48574000000,
24800.0,2014,,122941820000.0
24800.0,2015,50796000000,
24800.0,2015,,75132153789.94
24800.0,2016,52359000000,
24800.0,2016,,96293011796.8
24800.0,2017,65486000000,
24800.0,2017,,94376020188.78
24800.0,2018,32718000000,
24800.0,2018,,68984172769.26
24800.0,2019,32957000000,
24800.0,2019,,100744972262.49
24800.0,2020,35594000000,
24800.0,2020,,172296540000.0
24800.0,2021,41240000000,
24800.0,2021,,204814400000.0
24800.0,2022,49014000000,
24800.0,2022,,123022860000.0
24800.0,2023,51040000000,
24800.0,2023,,161696340000.0
24683.0,2009,861619273,
24683.0,2010,,486991457.41
24683.0,2011,,
24683.0,2011,,546170817.13
24683.0,2012,904639451,
24683.0,2012,,563151297.6
24683.0,2013,1279080422,
24683.0,2013,,641161430.93
24683.0,2014,1202875473,
24683.0,2014,,700354073.82
24683.0,2015,1274779510,
24683.0,2015,,706439298.79
24683.0,2016,1273627397,
24683.0,2016,,678225983.02
24683.0,2017,1236283280,
24683.0,2017,,691502837.5
24683.0,2018,1211143523,
24683.0,2018,,616267328.78
24683.0,2019,1177814031,
24683.0,2019,,683758005.719999
24683.0,2020,1268379455,
24683.0,2020,,709205310.14
24683.0,2021,1208180444,
24683.0,2021,,742950648.61
24683.0,2022,1173887526,
24683.0,2022,,547821598.5
24683.0,2023,976064160,
24683.0,2023,,527347457.95
24912.0,2009,48735000,
24912.0,2010,59785000,66992099.4
24912.0,2011,,105802335.72
24912.0,2011,85805000,
24912.0,2012,67336000,140713121.45
24912.0,2013,50956000,90137121.91
24912.0,2014,29543000,20412680.661
24912.0,2015,24330000,2869187.05499999
24912.0,2016,,5134382.7074
24912.0,2016,9240000,
24912.0,2017,,6785080.73
24912.0,2017,9222000,
24912.0,2018,3919000,7580172.43541999
24912.0,2019,4984000,14352085.03
24912.0,2020,5201000,14299038.20468
24912.0,2021,6042000,24497971.47
24912.0,2022,,13899406.1499999
24912.0,2022,5984000,
24912.0,2023,,15132377.19
24795.0,2010,400184000,
24795.0,2010,,1448134761.87
24795.0,2011,441209000,
24795.0,2011,,189744017.67
24795.0,2012,255056000,
24795.0,2012,,142841079.52
24795.0,2013,216754000,
24795.0,2013,,106413938.72
24795.0,2014,168509000,
24795.0,2014,,70888042.4416
24795.0,2015,133825000,
24795.0,2015,,89190561.46
24795.0,2016,135318000,
24795.0,2016,,104648118.74
24795.0,2017,100244000,
24795.0,2017,,75958265.46
24795.0,2018,88175000,
24795.0,2018,,238209190.95
24795.0,2019,119330000,
24795.0,2019,,170858884.549999
24795.0,2020,124109000,
24795.0,2020,,646464648.84
24795.0,2021,168866000,
24795.0,2021,,308941799.68
24795.0,2022,173887000,
24795.0,2022,,107602206.4
24795.0,2023,175561000,
24795.0,2023,,337748212.54
25937.0,2009,141807000,
25937.0,2010,75559000,174800931.64
25937.0,2011,,233526735.91
25937.0,2011,120583000,
25937.0,2012,104260000,413487987.599999
25937.0,2013,104713000,1073578992.2
25937.0,2014,258029000,1045351687.75
25937.0,2015,503061000,2160350248.68
25937.0,2016,,2123668204.29
25937.0,2016,601585000,
25937.0,2017,,2889972828.68
25937.0,2017,671021000,
25937.0,2018,1260803000,2884130618.2
25937.0,2019,1494915000,1831685838.81
25937.0,2020,1362285000,1599287174.55
25937.0,2021,1297590000,2581280068.86
25937.0,2022,,1128491077.2
25937.0,2022,762668000,
25937.0,2023,,1245276120.36
111179.0,2009,1236470554,
111179.0,2010,1200172204,38476683.8
111179.0,2011,,28150613.7
111179.0,2011,1171161000,
111179.0,2012,1181606000,36293355.0
111179.0,2013,1140122000,61147049.85
111179.0,2014,1169731000,74584823.8986
111179.0,2015,1200921000,85732668.0
111179.0,2016,,99550287.0
111179.0,2016,1287048000,
111179.0,2017,,120364276.0
111179.0,2017,1429216000,
111179.0,2018,1481682000,126912748.29
111179.0,2019,1492962000,160044018.0
111179.0,2020,1733731000,141914365.2
111179.0,2021,1831550000,171641023.0125
111179.0,2022,,147352008.37
111179.0,2022,1923540000,
111179.0,2023,,178587624.51
144096.0,2009,399546000,
144096.0,2010,398964000,254104623.45
144096.0,2011,,270159228.68
144096.0,2011,423339000,
144096.0,2012,434972000,270399723.2
144096.0,2013,435750000,317805848.64
144096.0,2014,463830000,310946143.65
144096.0,2015,482806000,362117291.2
144096.0,2016,,423102946.42
144096.0,2016,509861000,
144096.0,2017,,453980079.77
144096.0,2017,530895000,
144096.0,2018,562754000,406223389.25
144096.0,2019,600417000,547371852.3
144096.0,2020,633667000,546185729.75
144096.0,2021,634150000,559543125.0
144096.0,2022,,488658196.0
144096.0,2022,726539000,
144096.0,2023,,413074891.1
35471.0,2009,162230000,
35471.0,2010,151239000,10971814.0
35471.0,2011,,10658333.6
35471.0,2011,174860000,
35471.0,2012,172903000,17750827.65
35471.0,2013,165994000,19608199.02
35471.0,2014,159697000,22335478.5
35471.0,2015,172653000,25862133.0
35471.0,2016,,30681894.15
35471.0,2016,,
35471.0,2017,,32915442.0
35471.0,2017,168500000,
35471.0,2018,173245000,23847244.8
35471.0,2019,188251000,23966673.71
35471.0,2020,220365000,28757561.0
35471.0,2021,247706000,28248145.5
35471.0,2022,,23784930.0
35471.0,2022,255048000,
35471.0,2023,,18892361.0
19649.0,2006,7143209000,
19649.0,2007,,4307192012.15456
24966.0,2009,4315597,
24966.0,2010,2357834,18159621.36
24966.0,2011,,14363522.81
24966.0,2011,1645142,
24966.0,2012,1477970,12176630.05
24966.0,2013,2839576,12161301.6
24966.0,2014,1333198,4473113.82
24966.0,2015,1331593,2300458.536
24966.0,2016,,3048709.446
24966.0,2016,610217,
24966.0,2017,,4195695.0
24966.0,2017,490235,
24966.0,2018,642064,4725683.424
24966.0,2019,468880,176043.5604
24966.0,2020,10393899,12880625.68
24966.0,2021,11797064,23101178.42
24966.0,2022,,16596287.3806
24966.0,2022,31347928,
24966.0,2023,,9636998.607
30082.0,2009,634248000,
30082.0,2010,602332000,23844132.0
30082.0,2011,,28697587.2
30082.0,2011,607099000,
30082.0,2012,639568000,42155365.5
30082.0,2013,661473000,57144068.25
30082.0,2014,723330000,59975078.4
30082.0,2015,748818000,82892551.5
30082.0,2016,,120113000.399999
30082.0,2016,1070685000,
30082.0,2017,,143859672.1
30082.0,2017,1081915000,
30082.0,2018,1158235000,123126515.05
30082.0,2018,1158235000,
30082.0,2019,,200363120.57
61815.0,2009,521046000,
61815.0,2010,483930000,4237834.95
61815.0,2011,,2721521.4
61815.0,2011,413737000,
61815.0,2012,373693000,1227567.66
61815.0,2013,332481000,18147912.3708
61815.0,2014,350863000,28040796.28
61815.0,2015,402912000,32321833.88
61815.0,2016,,34997482.38
61815.0,2016,429083000,
61815.0,2017,,44119782.28
61815.0,2017,413704000,
61815.0,2018,409397000,19595522.1
61815.0,2019,440369000,29431589.88
61815.0,2020,483378000,35671252.3
61815.0,2021,1093505000,100887000.06
61815.0,2022,,48668696.28
61815.0,2022,1184293000,
61815.0,2023,,41945586.1919
23790.0,2009,14608128,
23790.0,2010,18093097,
23790.0,2010,,28206177.5999999
23790.0,2011,19466744,
23790.0,2011,,23528650.0
23790.0,2012,12330659,
23790.0,2012,,24906084.0
23790.0,2013,11500802,
23790.0,2013,,19908451.25
23790.0,2014,10209586,
23790.0,2014,,23903010.95
23790.0,2015,19497946,
23790.0,2015,,29015708.8
23790.0,2016,19538468,
23790.0,2016,,30991679.7599999
23790.0,2017,23909997,
23790.0,2017,,68683021.97
23790.0,2018,42390143,
23790.0,2018,,58506247.5
23790.0,2019,42886160,
23790.0,2019,,53552602.92
23790.0,2020,46200094,
23790.0,2020,,58101220.1
23790.0,2021,60662076,
23790.0,2021,,98943905.2
23790.0,2022,64888054,
23790.0,2022,,36036427.5
23790.0,2023,,47649013.75
17659.0,2009,602489000,
17659.0,2010,614299000,66660150.0
17659.0,2011,,81094098.85
17659.0,2011,624677000,
17659.0,2012,607721000,190543414.6
17659.0,2013,624010000,200655592.0
17659.0,2014,639144000,187096233.08
17659.0,2015,647255000,182149202.6
17659.0,2016,,197601800.8
17659.0,2016,673599000,
17659.0,2017,,212130220.2
17659.0,2017,709473000,
17659.0,2018,726225000,159343976.75
17659.0,2019,742691000,169201488.8
17659.0,2020,855088000,152783911.56
17659.0,2021,952713000,178537412.0
17659.0,2022,,167730965.5
17659.0,2022,944014000,
17659.0,2023,,126760666.5
121196.0,2009,40422000,
121196.0,2010,,
121196.0,2010,,15505200.0
121196.0,2011,,
121196.0,2011,,16992000.0
121196.0,2012,,
121196.0,2012,,17799120.0
121196.0,2013,,
121196.0,2013,,22047120.0
121196.0,2014,,
121196.0,2014,,24978240.0
121196.0,2015,,
121196.0,2015,,25742880.0
121196.0,2016,,
121196.0,2016,,28143000.0
121196.0,2017,,
121196.0,2017,,34515000.0
121196.0,2018,,
121196.0,2018,,33984000.0
121196.0,2019,,
121196.0,2019,,45666000.0
121196.0,2020,65253000,
121196.0,2020,,42480000.0
121196.0,2021,70117000,
121196.0,2021,,49558085.1999999
121196.0,2022,,36899531.25
121196.0,2022,64254000,
121196.0,2023,,33128550.0
107399.0,2010,80682130.92196,
107399.0,2010,,207601052.759999
107399.0,2011,65359000.0,
107399.0,2011,,23327304.7
107399.0,2012,25571000.0,
107399.0,2012,,3841725.075
107399.0,2013,14519000.0,
107399.0,2013,,21264780.1499999
107399.0,2014,9253000.0,
107399.0,2014,,10931013.36
107399.0,2015,4050000.0,
107399.0,2015,,48286952.56
107399.0,2016,3097000.0,
107399.0,2016,,35712678.9499999
107399.0,2017,9628000.0,
107399.0,2017,,27986733.8099999
107399.0,2018,4633000.0,
107399.0,2018,,22467459.6299999
107399.0,2019,2005000.0,
107399.0,2019,,12838548.36
107399.0,2020,,9628911.26999999
107399.0,2021,1391000.0,
107399.0,2021,,21188784.2399999
107399.0,2022,1434000.0,
107399.0,2022,,33461240.4
107399.0,2023,5970000.0,
107399.0,2023,,27280268.0999999
65198.0,2009,369265,
65198.0,2010,391196,649858.417
65198.0,2011,,326420.7876
65198.0,2011,366817,
65198.0,2012,,289399.821
65198.0,2013,,
65198.0,2013,,9114205.25
65198.0,2014,,
65198.0,2014,,5917733.4
65198.0,2015,,
65198.0,2015,,9494474.72
65198.0,2016,,
65198.0,2016,,4153832.69
65198.0,2017,,
65198.0,2017,,118680.934
65198.0,2018,,
65198.0,2018,,95133.298
65198.0,2019,,
65198.0,2019,,700628.0562
65198.0,2020,,7239917.88
65198.0,2021,4818120,
65198.0,2021,,6372058.276
65198.0,2022,4609813,
65198.0,2022,,4809486.2985
65198.0,2023,,1877232.45599999
61179.0,2009,339825000,
61179.0,2010,391044000,640014462.0
61179.0,2011,,466935595.74
61179.0,2011,409672000,
61179.0,2012,325149000,515604465.54
61179.0,2013,347768000,690050041.56
61179.0,2014,363922000,738082504.02
61179.0,2015,351822000,731117621.76
61179.0,2016,,626449523.7
61179.0,2016,365421000,
61179.0,2017,,668298592.75
61179.0,2017,384304000,
61179.0,2018,379908000,805936942.52
61179.0,2019,381125000,902985551.6
61179.0,2020,479049000,924131323.02
61179.0,2021,503401000,1611523735.58
61179.0,2022,,1137922410.18
61179.0,2022,392004000,
61179.0,2023,,1334918040.0
241388.0,2009,70919464000000,
241388.0,2010,,23704769949100
241388.0,2010,97942501000000,
241388.0,2011,,23331756332010
241388.0,2011,111500070000000,
241388.0,2012,,23980403178710
241388.0,2012,127289306000000,
241388.0,2013,,26245795705030
241388.0,2013,154433826000000,
241388.0,2014,,28591664849670
241388.0,2014,177750289000000,
241388.0,2015,,24286308703310
241388.0,2015,216679300000000,
241388.0,2016,,26537126431425
241388.0,2016,224296316000000,
241388.0,2017,,28894913382130
241388.0,2017,236641700000000,
241388.0,2018,,21136106790205
241388.0,2018,259675153000000,
241388.0,2019,,32606138386710
241388.0,2019,278832589000000,
241388.0,2020,322895870000000,26013417775518
241388.0,2021,,23519941182621
241388.0,2021,366903925000000,
241388.0,2022,,12885555340580
241388.0,2022,295591236000000,
241388.0,2023,,11240115259030
24783.0,2010,1381689000,
24783.0,2010,,1547728404.6
24783.0,2011,1593988000,
24783.0,2011,,1350181861.48
24783.0,2012,1671030000,
24783.0,2012,,1689943691.91999
24783.0,2013,1799092000,
24783.0,2013,,1795285692.46
24783.0,2014,1776404000,
24783.0,2014,,1671556116.6
24783.0,2015,1559242000,
24783.0,2015,,1535884049.16
24783.0,2016,1800779000,
24783.0,2016,,2462173649.45
24783.0,2017,1902745000,
24783.0,2017,,2683042804.79999
24783.0,2018,1959421000,
24783.0,2018,,2865800258.53
24783.0,2019,2147408000,
24783.0,2019,,4703286485.04
24783.0,2020,2378558000,
24783.0,2020,,6226345172.18
24783.0,2021,2576562000,
24783.0,2021,,9149765710.8
24783.0,2022,2622776000,
24783.0,2022,,7692332152.17
24783.0,2023,3820477000,
24783.0,2023,,8888633219.24
13800.0,2009,183389000,
13800.0,2010,220127000,355035493.26
13800.0,2011,,155312387.32
13800.0,2011,251160000,
13800.0,2012,249259000,189051509.94
13800.0,2013,352273000,307135000.0
13800.0,2014,345258000,277167300.0
13800.0,2015,,375538336.359999
13800.0,2016,464769000,
13800.0,2016,658712000,457458031.8
13800.0,2017,717818000,772964465.85
13800.0,2017,717818000,
13800.0,2018,,783592824.0
63290.0,2009,279585000,
63290.0,2010,337475000,1356687983.97
63290.0,2011,,1108049073.6
63290.0,2011,381711000,
63290.0,2012,439492000,859292718.48
63290.0,2013,536480000,1866936242.2
63290.0,2014,587801000,1585766943.78
63290.0,2015,627758000,2101580195.0
63290.0,2016,,2747803500.0
63290.0,2016,654656000,
63290.0,2017,,3671097019.7
63290.0,2017,1012753000,
63290.0,2018,982553000,3764252137.33
63290.0,2019,984812000,6318846528.3
63290.0,2020,1604262000,10753774968.96
63290.0,2021,1593531000,9132933723.3
63290.0,2022,,2814218367.68
63290.0,2022,1357672000,
63290.0,2023,,4082542202.34
20727.0,2010,305960000,
20727.0,2010,,213458713.079999
20727.0,2011,318860000,
20727.0,2011,,237817503.0
20727.0,2012,338424000,
